2025-11-06T20:02:03.588638, 20.6, 56.0, True
2025-11-06T20:02:05.501174, 20.2, 56.0, True
2025-11-06T20:02:07.413673, 17.8, 64.2, True
2025-11-06T20:02:09.357631, 17.3, 62.2, True
2025-11-06T20:02:11.269631, 17.1, 67.4, True
2025-11-06T20:02:13.183164, 19.1, 62.6, True
2025-11-06T20:02:15.124926, 18.8, 64.5, True
2025-11-06T20:02:17.045252, 20.1, 55.7, True
2025-11-06T20:02:18.958223, 19.6, 56.3, True
2025-11-06T20:02:20.896172, 17.1, 62.0, True
2025-11-06T20:02:22.817282, 19.8, 62.7, True
2025-11-06T20:02:24.730426, 17.5, 68.1, True
2025-11-06T20:02:26.668070, 17.4, 62.3, True
2025-11-06T20:02:28.611202, 17.7, 61.3, True
2025-11-06T20:02:30.555083, 19.4, 63.6, True
2025-11-06T20:02:32.469469, 17.3, 67.5, True
2025-11-06T20:02:34.382196, 17.2, 69.3, True
2025-11-06T20:02:36.321668, 17.8, 69.1, True
2025-11-06T20:02:38.261128, 19.8, 58.5, True
2025-11-06T20:02:40.190711, 19.3, 60.6, True
2025-11-06T20:02:42.102454, 19.9, 61.3, True
2025-11-06T20:02:44.045001, 17.3, 69.9, True
2025-11-06T20:02:45.964119, 16.9, 67.9, True
2025-11-06T20:02:47.876873, 20.9, 54.9, True
2025-11-06T20:02:49.794495, 19.6, 61.0, True
2025-11-06T20:02:51.708361, 20.6, 62.6, True
2025-11-06T20:02:53.620227, 16.9, 66.0, True
2025-11-06T20:02:55.538839, 18.4, 66.5, True
2025-11-06T20:02:57.464444, 18.3, 64.3, True
2025-11-06T20:02:59.377629, 20.7, 57.9, True
2025-11-06T20:03:01.290034, 17.6, 63.2, True
2025-11-06T20:03:03.205466, 20.7, 59.7, True
2025-11-06T20:03:05.142529, 20.5, 55.3, True
2025-11-06T20:03:07.062578, 19.7, 65.1, True
2025-11-06T20:03:08.993829, 17.5, 65.7, True
2025-11-06T20:03:10.911088, 20.1, 56.0, True
2025-11-06T20:03:12.829789, 19.0, 57.7, True
2025-11-06T20:03:14.743652, 17.6, 62.7, True
2025-11-06T20:03:16.659789, 19.9, 65.0, True
2025-11-06T20:03:18.598576, 19.7, 61.5, True
2025-11-06T20:03:20.512617, 17.2, 70.6, True
2025-11-06T20:03:22.459005, 17.2, 64.9, True
2025-11-06T20:03:24.401969, 18.7, 58.6, True
2025-11-06T20:03:26.316322, 19.3, 60.4, True
2025-11-06T20:03:28.230747, 18.0, 64.0, True
2025-11-06T20:03:30.174179, 16.9, 61.8, True
2025-11-06T20:03:32.089877, 18.5, 62.6, True
2025-11-06T20:03:34.003988, 19.3, 63.1, True
2025-11-06T20:03:35.943545, 18.9, 60.8, True
2025-11-06T20:03:37.857788, 18.4, 60.8, True
2025-11-06T20:03:39.779268, 19.7, 56.2, True
2025-11-06T20:03:41.722742, 17.3, 67.8, True
2025-11-06T20:03:43.667415, 19.1, 59.2, True
2025-11-06T20:03:45.582420, 19.0, 59.8, True
2025-11-06T20:03:47.496074, 17.3, 60.8, True
2025-11-06T20:03:49.438848, 18.6, 58.5, True
2025-11-06T20:03:51.380291, 20.6, 54.3, True
2025-11-06T20:03:53.296761, 19.0, 63.4, True
2025-11-06T20:03:55.210199, 20.6, 62.2, True
2025-11-06T20:03:57.146744, 17.6, 63.5, True
2025-11-06T20:03:59.084350, 17.0, 66.9, True
2025-11-06T20:04:00.997692, 17.5, 61.5, True
2025-11-06T20:04:02.911566, 20.2, 62.5, True
2025-11-06T20:04:04.853657, 17.4, 62.7, True
2025-11-06T20:04:06.769299, 20.0, 59.8, True
2025-11-06T20:04:08.685716, 18.0, 65.9, True
2025-11-06T20:04:10.598644, 18.3, 60.8, True
2025-11-06T20:04:12.513270, 17.3, 60.6, True
2025-11-06T20:04:14.428052, 19.2, 66.0, True
2025-11-06T20:04:16.371158, 17.2, 65.5, True
2025-11-06T20:04:18.285146, 16.8, 69.2, True
2025-11-06T20:04:20.198368, 18.2, 59.0, True
2025-11-06T20:04:22.137039, 18.9, 66.9, True
2025-11-06T20:04:24.057099, 16.9, 61.7, True
2025-11-06T20:04:25.972107, 18.8, 66.3, True
2025-11-06T20:04:27.914862, 18.5, 67.9, True
2025-11-06T20:04:29.853968, 18.2, 63.4, True
2025-11-06T20:04:31.796839, 18.9, 61.0, True
2025-11-06T20:04:33.711638, 19.5, 58.0, True
2025-11-06T20:04:35.629240, 19.3, 58.6, True
2025-11-06T20:04:37.570607, 17.4, 64.1, True
2025-11-06T20:04:39.508056, 18.7, 61.5, True
2025-11-06T20:04:41.422252, 20.3, 61.1, True
2025-11-06T20:04:43.336537, 17.6, 67.5, True
2025-11-06T20:04:45.282617, 19.4, 60.6, True
2025-11-06T20:04:47.222236, 18.9, 66.3, True
2025-11-06T20:04:49.135241, 19.0, 65.8, True
2025-11-06T20:04:51.050481, 18.5, 60.1, True
2025-11-06T20:04:53.001194, 19.2, 62.6, True
2025-11-06T20:04:54.914736, 20.1, 61.4, True
2025-11-06T20:04:56.828086, 18.4, 63.5, True
2025-11-06T20:04:58.764989, 19.2, 66.5, True
2025-11-06T20:05:00.708742, 19.4, 63.4, True
2025-11-06T20:05:02.649787, 17.8, 60.5, True
2025-11-06T20:05:04.588806, 20.7, 58.5, True
2025-11-06T20:05:06.526326, 19.2, 63.0, True
2025-11-06T20:05:08.465815, 19.3, 62.3, True
2025-11-06T20:05:10.398340, 20.6, 60.3, True
2025-11-06T20:05:12.310955, 17.0, 67.4, True
2025-11-06T20:05:14.224020, 18.3, 64.0, True
2025-11-06T20:05:16.161686, 19.2, 63.4, True
2025-11-06T20:05:18.101931, 17.0, 67.9, True
2025-11-06T20:05:20.043014, 17.9, 68.3, True
2025-11-06T20:05:21.982386, 17.1, 66.4, True
2025-11-06T20:05:23.925795, 18.6, 64.7, True
2025-11-06T20:05:25.843103, 19.1, 62.1, True
2025-11-06T20:05:27.757977, 20.4, 60.3, True
2025-11-06T20:05:29.671796, 16.9, 65.0, True
2025-11-06T20:05:31.613244, 18.1, 59.6, True
2025-11-06T20:05:33.525755, 18.8, 62.6, True
2025-11-06T20:05:35.438758, 17.5, 69.2, True
2025-11-06T20:05:37.381222, 20.1, 59.1, True
2025-11-06T20:05:39.293746, 19.6, 64.2, True
2025-11-06T20:05:41.207413, 20.2, 56.2, True
2025-11-06T20:05:43.143201, 20.3, 57.6, True
2025-11-06T20:05:45.055743, 16.8, 65.8, True
2025-11-06T20:05:46.968752, 19.4, 64.9, True
2025-11-06T20:05:48.886402, 18.1, 61.8, True
2025-11-06T20:05:50.802557, 17.7, 62.0, True
2025-11-06T20:05:52.720223, 20.2, 61.8, True
